tool,scenario,ctx,migrationTimeNs,rollbackTimeNs,exitCode,scriptLines,cpuUsage,memoryUsage,successRate
Flyway-R,Scen2,15,0,1312019210,0,1,0,0,100.0
Flyway,Scen2,15,2129869362,0,0,13,0,0,100.0
Flyway,Scen2,16,2185784734,0,0,3,0,0,100.0
Flyway,Scen2,17,2054529853,0,0,3,0,0,100.0
Flyway,Scen2,18,39575012906,0,0,10,0,0,100.0
Flyway,Scen2,19,2267509457,0,0,6,0,0,100.0
Flyway,Scen2,20,3024584462,0,0,2,0,0,100.0
Flyway,Scen2,21,2211219010,0,0,3,0,0,100.0
Flyway,Scen2,22,2139217227,0,0,2,0,0,100.0
Flyway,Scen2,23,2172510348,0,0,3,0,0,100.0
Flyway,Scen2,24,5300760842,0,0,1,0,0,100.0
Flyway-R,Scen2,24,0,76369521,0,2,0,0,100.0
Flyway-R,Scen2,23,0,88772367,0,2,0,0,100.0
Flyway-R,Scen2,22,0,77597123,0,2,0,0,100.0
Flyway-R,Scen2,21,0,87709890,0,2,0,0,100.0
Flyway-R,Scen2,20,0,79297418,0,2,0,0,100.0
Flyway-R,Scen2,19,0,88280311,0,1,0,0,100.0
Flyway-R,Scen2,18,0,21298246575,0,54,0,0,100.0
Flyway-R,Scen2,17,0,107210224,0,1,0,0,100.0
Flyway-R,Scen2,16,0,165159200,0,1,0,0,100.0
Flyway-R,Scen2,15,0,290546481,0,1,0,0,100.0
Flyway,Scen2,15,1977947774,0,0,13,0,0,100.0
Flyway,Scen2,16,2071319781,0,0,3,0,0,100.0
Flyway,Scen2,17,2023353791,0,0,3,0,0,100.0
Flyway,Scen2,18,42125755044,0,0,10,0,0,100.0
Flyway,Scen2,19,2407634596,0,0,6,0,0,100.0
Flyway,Scen2,20,3259297267,0,0,2,0,0,100.0
Flyway,Scen2,21,2131312174,0,0,3,0,0,100.0
Flyway,Scen2,22,2340031338,0,0,2,0,0,100.0
Flyway,Scen2,23,2137189527,0,0,3,0,0,100.0
Flyway,Scen2,24,3201124781,0,0,1,0,0,100.0
Flyway-R,Scen2,24,0,79445936,0,2,0,0,100.0
Flyway-R,Scen2,23,0,92509744,0,2,0,0,100.0
Flyway-R,Scen2,22,0,82059026,0,2,0,0,100.0
Flyway-R,Scen2,21,0,126706740,0,2,0,0,100.0
Flyway-R,Scen2,20,0,80869032,0,2,0,0,100.0
Flyway-R,Scen2,19,0,152924559,0,1,0,0,100.0
Flyway-R,Scen2,18,0,23610381836,0,54,0,0,100.0
Flyway-R,Scen2,17,0,149338171,0,1,0,0,100.0
Flyway-R,Scen2,16,0,107484793,0,1,0,0,100.0
Flyway-R,Scen2,15,0,1314353811,0,1,0,0,100.0
Flyway,Scen2,15,2122943161,0,0,13,0,0,100.0
Flyway,Scen2,16,2179292356,0,0,3,0,0,100.0
Flyway,Scen2,17,2063584144,0,0,3,0,0,100.0
Flyway,Scen2,18,40726935371,0,0,10,0,0,100.0
Flyway,Scen2,19,2173498327,0,0,6,0,0,100.0
Flyway,Scen2,20,3368204633,0,0,2,0,0,100.0
