tool,scenario,ctx,migrationTimeNs,rollbackTimeNs,exitCode,scriptLines,cpuUsage,memoryUsage,successRate
Flyway-R,Scen1,5,0,74457971,0,1,0,0,100.0
Flyway-R,Scen1,4,0,74679837,0,1,0,0,100.0
Flyway-R,Scen1,3,0,1070896406,0,2,0,0,100.0
Flyway-R,Scen1,2,0,78097213,0,2,0,0,100.0
Flyway,Scen1,2,1840755868,0,0,2,0,0,100.0
Flyway,Scen1,3,3044310662,0,0,2,0,0,100.0
Flyway,Scen1,4,1851559435,0,0,19,0,0,100.0
Flyway,Scen1,5,1814175956,0,0,5,0,0,100.0
Flyway,Scen1,6,1988960789,0,0,2,0,0,100.0
Flyway,Scen1,7,1843176626,0,0,2,0,0,100.0
Flyway,Scen1,8,3259688267,0,0,4,0,0,100.0
Flyway,Scen1,9,1852521462,0,0,18,0,0,100.0
Flyway,Scen1,10,1973425300,0,0,4,0,0,100.0
Flyway,Scen1,11,2144116623,0,0,1,0,0,100.0
Flyway,Scen1,12,1923435863,0,0,8,0,0,100.0
Flyway,Scen1,13,1970940695,0,0,22,0,0,100.0
Flyway,Scen1,14,2565876354,0,0,2,0,0,100.0
Flyway-R,Scen1,14,0,75080814,0,1,0,0,100.0
Flyway-R,Scen1,13,0,76191375,0,2,0,0,100.0
Flyway-R,Scen1,12,0,75019705,0,1,0,0,100.0
Flyway-R,Scen1,11,0,75888308,0,1,0,0,100.0
Flyway-R,Scen1,10,0,75270546,0,1,0,0,100.0
Flyway-R,Scen1,9,0,74131297,0,1,0,0,100.0
Flyway-R,Scen1,8,0,1153618367,0,3,0,0,100.0
Flyway-R,Scen1,7,0,77411808,0,24,0,0,100.0
Flyway-R,Scen1,6,0,1279480428,0,5,0,0,100.0
Flyway-R,Scen1,5,0,77115998,0,1,0,0,100.0
Flyway-R,Scen1,4,0,74944596,0,1,0,0,100.0
Flyway-R,Scen1,3,0,1054643086,0,2,0,0,100.0
Flyway-R,Scen1,2,0,75320349,0,2,0,0,100.0
Flyway,Scen1,2,1882310518,0,0,2,0,0,100.0
Flyway,Scen1,3,2951224226,0,0,2,0,0,100.0
Flyway,Scen1,4,1867168894,0,0,19,0,0,100.0
Flyway,Scen1,5,2117432324,0,0,5,0,0,100.0
Flyway,Scen1,6,1800128022,0,0,2,0,0,100.0
Flyway,Scen1,7,1843363397,0,0,2,0,0,100.0
Flyway,Scen1,8,2852793645,0,0,4,0,0,100.0
Flyway,Scen1,9,1800498300,0,0,18,0,0,100.0
Flyway,Scen1,10,1908749323,0,0,4,0,0,100.0
Flyway,Scen1,11,2044900398,0,0,1,0,0,100.0
Flyway,Scen1,12,1822405976,0,0,8,0,0,100.0
Flyway,Scen1,13,1985608234,0,0,22,0,0,100.0
Flyway,Scen1,14,2378222697,0,0,2,0,0,100.0
Flyway-R,Scen1,14,0,76134383,0,1,0,0,100.0
Flyway-R,Scen1,13,0,75273907,0,2,0,0,100.0
Flyway-R,Scen1,12,0,76154763,0,1,0,0,100.0
Flyway-R,Scen1,11,0,75601645,0,1,0,0,100.0
Flyway-R,Scen1,10,0,75038217,0,1,0,0,100.0
Flyway-R,Scen1,9,0,73932651,0,1,0,0,100.0
Flyway-R,Scen1,8,0,1170026245,0,3,0,0,100.0
Flyway-R,Scen1,7,0,77054662,0,24,0,0,100.0
Flyway-R,Scen1,6,0,1305426631,0,5,0,0,100.0
Flyway-R,Scen1,5,0,75372229,0,1,0,0,100.0
Flyway-R,Scen1,4,0,79040004,0,1,0,0,100.0
Flyway-R,Scen1,3,0,1070078932,0,2,0,0,100.0
Flyway-R,Scen1,2,0,77425340,0,2,0,0,100.0
Flyway,Scen1,2,1887925823,0,0,2,0,0,100.0
Flyway,Scen1,3,2948335701,0,0,2,0,0,100.0
Flyway,Scen1,4,1826022883,0,0,19,0,0,100.0
Flyway,Scen1,5,1793990749,0,0,5,0,0,100.0
Flyway,Scen1,6,1922898337,0,0,2,0,0,100.0
Flyway,Scen1,7,1965425418,0,0,2,0,0,100.0
Flyway,Scen1,8,2986046223,0,0,4,0,0,100.0
Flyway,Scen1,9,1945712806,0,0,18,0,0,100.0
Flyway,Scen1,10,1792931637,0,0,4,0,0,100.0
Flyway,Scen1,11,2102921872,0,0,1,0,0,100.0
Flyway,Scen1,12,1970813901,0,0,8,0,0,100.0
Flyway,Scen1,13,1985759035,0,0,22,0,0,100.0
Flyway,Scen1,14,2515120182,0,0,2,0,0,100.0
Flyway-R,Scen1,14,0,76284076,0,1,0,0,100.0
Flyway-R,Scen1,13,0,78490836,0,2,0,0,100.0
Flyway-R,Scen1,12,0,76760842,0,1,0,0,100.0
Flyway-R,Scen1,11,0,76351761,0,1,0,0,100.0
Flyway-R,Scen1,10,0,75888794,0,1,0,0,100.0
Flyway-R,Scen1,9,0,76617382,0,1,0,0,100.0
Flyway-R,Scen1,8,0,1187771764,0,3,0,0,100.0
Flyway-R,Scen1,7,0,77680825,0,24,0,0,100.0
Flyway-R,Scen1,6,0,1357736602,0,5,0,0,100.0
Flyway-R,Scen1,5,0,77579856,0,1,0,0,100.0
Flyway-R,Scen1,4,0,76120576,0,1,0,0,100.0
Flyway-R,Scen1,3,0,1141276247,0,2,0,0,100.0
Flyway-R,Scen1,2,0,75846218,0,2,0,0,100.0
Flyway,Scen1,2,1910237299,0,0,2,0,0,100.0
Flyway,Scen1,3,3313720976,0,0,2,0,0,100.0
Flyway,Scen1,4,1877520747,0,0,19,0,0,100.0
Flyway,Scen1,5,1931628573,0,0,5,0,0,100.0
Flyway,Scen1,6,1943509367,0,0,2,0,0,100.0
Flyway,Scen1,7,1890614394,0,0,2,0,0,100.0
Flyway,Scen1,8,2874374376,0,0,4,0,0,100.0
Flyway,Scen1,9,1850373189,0,0,18,0,0,100.0
Flyway,Scen1,10,1807850631,0,0,4,0,0,100.0
Flyway,Scen1,11,2153172885,0,0,1,0,0,100.0
Flyway,Scen1,12,1835739169,0,0,8,0,0,100.0
Flyway,Scen1,13,1882175653,0,0,22,0,0,100.0
Flyway,Scen1,14,2520013842,0,0,2,0,0,100.0
Flyway-R,Scen1,14,0,76061229,0,1,0,0,100.0
Flyway-R,Scen1,13,0,77272152,0,2,0,0,100.0
Flyway-R,Scen1,12,0,75812262,0,1,0,0,100.0
Flyway-R,Scen1,11,0,74677148,0,1,0,0,100.0
Flyway-R,Scen1,10,0,75628677,0,1,0,0,100.0
Flyway-R,Scen1,9,0,74380887,0,1,0,0,100.0
Flyway-R,Scen1,8,0,1181661338,0,3,0,0,100.0
Flyway-R,Scen1,7,0,78125585,0,24,0,0,100.0
Flyway-R,Scen1,6,0,1370357579,0,5,0,0,100.0
Flyway-R,Scen1,5,0,74827573,0,1,0,0,100.0
Flyway-R,Scen1,4,0,75180548,0,1,0,0,100.0
Flyway-R,Scen1,3,0,1092868188,0,2,0,0,100.0
Flyway-R,Scen1,2,0,74817431,0,2,0,0,100.0
Flyway,Scen1,2,1865402538,0,0,2,0,0,100.0
Flyway,Scen1,3,3003954014,0,0,2,0,0,100.0
Flyway,Scen1,4,1810587439,0,0,19,0,0,100.0
Flyway,Scen1,5,1996762731,0,0,5,0,0,100.0
Flyway,Scen1,6,1860041109,0,0,2,0,0,100.0
Flyway,Scen1,7,1851972501,0,0,2,0,0,100.0
Flyway,Scen1,8,3146528365,0,0,4,0,0,100.0
Flyway,Scen1,9,1932900267,0,0,18,0,0,100.0
Flyway,Scen1,10,1935410376,0,0,4,0,0,100.0
Flyway,Scen1,11,2083677829,0,0,1,0,0,100.0
Flyway,Scen1,12,1887016285,0,0,8,0,0,100.0
Flyway,Scen1,13,1858368973,0,0,22,0,0,100.0
Flyway,Scen1,14,2533541239,0,0,2,0,0,100.0
Flyway-R,Scen1,14,0,75951593,0,1,0,0,100.0
Flyway-R,Scen1,13,0,81047165,0,2,0,0,100.0
Flyway-R,Scen1,12,0,111480059,0,1,0,0,100.0
Flyway-R,Scen1,11,0,76948243,0,1,0,0,100.0
Flyway-R,Scen1,10,0,77754878,0,1,0,0,100.0
Flyway-R,Scen1,9,0,77788261,0,1,0,0,100.0
Flyway-R,Scen1,8,0,1188232064,0,3,0,0,100.0
Flyway-R,Scen1,7,0,76641538,0,24,0,0,100.0
Flyway-R,Scen1,6,0,1347883836,0,5,0,0,100.0
Flyway-R,Scen1,5,0,162446815,0,1,0,0,100.0
Flyway-R,Scen1,4,0,76542682,0,1,0,0,100.0
Flyway-R,Scen1,3,0,1058182888,0,2,0,0,100.0
Flyway-R,Scen1,2,0,77293004,0,2,0,0,100.0
Flyway,Scen1,2,2079867662,0,0,2,0,0,100.0
Flyway,Scen1,3,2922303235,0,0,2,0,0,100.0
Flyway,Scen1,4,1909157789,0,0,19,0,0,100.0
Flyway,Scen1,5,1921241294,0,0,5,0,0,100.0
Flyway,Scen1,6,1948369370,0,0,2,0,0,100.0
Flyway,Scen1,7,1789403739,0,0,2,0,0,100.0
Flyway,Scen1,8,3106208694,0,0,4,0,0,100.0
Flyway,Scen1,9,1971972599,0,0,18,0,0,100.0
Flyway,Scen1,10,1891999436,0,0,4,0,0,100.0
Flyway,Scen1,11,2069046253,0,0,1,0,0,100.0
Flyway,Scen1,12,1942603628,0,0,8,0,0,100.0
Flyway,Scen1,13,1874248572,0,0,22,0,0,100.0
Flyway,Scen1,14,2592761720,0,0,2,0,0,100.0
Flyway-R,Scen1,14,0,76704812,0,1,0,0,100.0
Flyway-R,Scen1,13,0,75699111,0,2,0,0,100.0
Flyway-R,Scen1,12,0,77603205,0,1,0,0,100.0
Flyway-R,Scen1,11,0,76762447,0,1,0,0,100.0
Flyway-R,Scen1,10,0,75833513,0,1,0,0,100.0
Flyway-R,Scen1,9,0,77208885,0,1,0,0,100.0
Flyway-R,Scen1,8,0,1179389151,0,3,0,0,100.0
Flyway-R,Scen1,7,0,77668237,0,24,0,0,100.0
Flyway-R,Scen1,6,0,1345116112,0,5,0,0,100.0
Flyway-R,Scen1,5,0,76699316,0,1,0,0,100.0
Flyway-R,Scen1,4,0,75173594,0,1,0,0,100.0
Flyway-R,Scen1,3,0,1128601276,0,2,0,0,100.0
Flyway-R,Scen1,2,0,75564478,0,2,0,0,100.0
Flyway,Scen1,2,1803547710,0,0,2,0,0,100.0
Flyway,Scen1,3,3055733669,0,0,2,0,0,100.0
Flyway,Scen1,4,1986538711,0,0,19,0,0,100.0
Flyway,Scen1,5,1955394190,0,0,5,0,0,100.0
Flyway,Scen1,6,1920940705,0,0,2,0,0,100.0
Flyway,Scen1,7,1771941370,0,0,2,0,0,100.0
Flyway,Scen1,8,3066947230,0,0,4,0,0,100.0
Flyway,Scen1,9,1919319654,0,0,18,0,0,100.0
Flyway,Scen1,10,1852602594,0,0,4,0,0,100.0
Flyway,Scen1,11,2021387438,0,0,1,0,0,100.0
Flyway,Scen1,12,1836865857,0,0,8,0,0,100.0
Flyway,Scen1,13,2088135738,0,0,22,0,0,100.0
Flyway,Scen1,14,2724401777,0,0,2,0,0,100.0
Flyway-R,Scen1,14,0,76084158,0,1,0,0,100.0
Flyway-R,Scen1,13,0,75834305,0,2,0,0,100.0
Flyway-R,Scen1,12,0,75971185,0,1,0,0,100.0
Flyway-R,Scen1,11,0,76002581,0,1,0,0,100.0
Flyway-R,Scen1,10,0,78076919,0,1,0,0,100.0
Flyway-R,Scen1,9,0,77675686,0,1,0,0,100.0
Flyway-R,Scen1,8,0,1250530454,0,3,0,0,100.0
Flyway-R,Scen1,7,0,80893415,0,24,0,0,100.0
Flyway-R,Scen1,6,0,1348264682,0,5,0,0,100.0
Flyway-R,Scen1,5,0,76464469,0,1,0,0,100.0
Flyway-R,Scen1,4,0,76948981,0,1,0,0,100.0
Flyway-R,Scen1,3,0,1109689559,0,2,0,0,100.0
Flyway-R,Scen1,2,0,76802253,0,2,0,0,100.0
Flyway,Scen1,2,1880203283,0,0,2,0,0,100.0
Flyway,Scen1,3,2866035285,0,0,2,0,0,100.0
Flyway,Scen1,4,1834199133,0,0,19,0,0,100.0
Flyway,Scen1,5,1948471419,0,0,5,0,0,100.0
Flyway,Scen1,6,1920456056,0,0,2,0,0,100.0
Flyway,Scen1,7,1990595642,0,0,2,0,0,100.0
Flyway,Scen1,8,3047666983,0,0,4,0,0,100.0
Flyway,Scen1,9,1894164232,0,0,18,0,0,100.0
Flyway,Scen1,10,1825847546,0,0,4,0,0,100.0
Flyway,Scen1,11,2162686328,0,0,1,0,0,100.0
Flyway,Scen1,12,2006596363,0,0,8,0,0,100.0
Flyway,Scen1,13,1813029239,0,0,22,0,0,100.0
Flyway,Scen1,14,2475515773,0,0,2,0,0,100.0
Flyway-R,Scen1,14,0,77629575,0,1,0,0,100.0
Flyway-R,Scen1,13,0,76400155,0,2,0,0,100.0
Flyway-R,Scen1,12,0,77588780,0,1,0,0,100.0
Flyway-R,Scen1,11,0,76819900,0,1,0,0,100.0
Flyway-R,Scen1,10,0,76894977,0,1,0,0,100.0
Flyway-R,Scen1,9,0,79135448,0,1,0,0,100.0
Flyway-R,Scen1,8,0,1364267809,0,3,0,0,100.0
Flyway-R,Scen1,7,0,106573920,0,24,0,0,100.0
Flyway-R,Scen1,6,0,1356097186,0,5,0,0,100.0
Flyway-R,Scen1,5,0,77307716,0,1,0,0,100.0
Flyway-R,Scen1,4,0,80204566,0,1,0,0,100.0
Flyway-R,Scen1,3,0,1171179626,0,2,0,0,100.0
Flyway-R,Scen1,2,0,75029612,0,2,0,0,100.0
Flyway,Scen1,2,1882607466,0,0,2,0,0,100.0
Flyway,Scen1,3,3020090099,0,0,2,0,0,100.0
Flyway,Scen1,4,1835798240,0,0,19,0,0,100.0
Flyway,Scen1,5,1910760221,0,0,5,0,0,100.0
Flyway,Scen1,6,1873343001,0,0,2,0,0,100.0
Flyway,Scen1,7,1916856450,0,0,2,0,0,100.0
Flyway,Scen1,8,3134485645,0,0,4,0,0,100.0
Flyway,Scen1,9,1899014799,0,0,18,0,0,100.0
Flyway,Scen1,10,1863369254,0,0,4,0,0,100.0
Flyway,Scen1,11,2263014662,0,0,1,0,0,100.0
Flyway,Scen1,12,1893139841,0,0,8,0,0,100.0
Flyway,Scen1,13,1880727882,0,0,22,0,0,100.0
Flyway,Scen1,14,2499922685,0,0,2,0,0,100.0
Flyway-R,Scen1,14,0,76596182,0,1,0,0,100.0
Flyway-R,Scen1,13,0,75019622,0,2,0,0,100.0
Flyway-R,Scen1,12,0,75799627,0,1,0,0,100.0
Flyway-R,Scen1,11,0,77335915,0,1,0,0,100.0
Flyway-R,Scen1,10,0,74732882,0,1,0,0,100.0
Flyway-R,Scen1,9,0,76706991,0,1,0,0,100.0
